plot_ID,species,cover_percent,life_form,growth_form,height_cm,length_cm,width_cm,spinescence,n_spines,hairs,leaf_size,bulk_density,cageyness,woody_diameter,woody_n_stems,reproductive_height,specimen_notes,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes,identification,species_per_reserve,species_per_plot,species_per_site,growth_forms_per_site,growth_forms_per_plot
SY_S04_P04,Solanum campylacanthum,1,Forb,sf (Straight forb),25,12,12,Absent,,both,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
SY_S04_P05,Solanum campylacanthum,2,Forb,sf (Straight forb),29,19,17,Absent,,both,Macro,medium,Not cagey,,"",,"",Syringa Sands,SY_S04,11:23,29/02/2024,Overcast,Antelope droppings,"",50,0,90,130,150,180,"",Shaded,species_level,122,18,42,12,8
SU_S01_P05,Solanum campylacanthum,1,Forb,rf (Round forb),23,15,14,Absent,,both,Macro,medium,Not cagey,,"",,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",species_level,132,19,68,12,6
DA_S05_P04,Solanum campylacanthum,1,Forb,sf (Straight forb),7,8,6,Absent,,absent,Macro,low,Not cagey,,"",,"",Dabchick,DA_S05,14:27,07/03/2024,Mostly cloudy,Old buffalo dung,Slightly sloped,15,15,30,59,1835,1551,"","",species_level,145,21,55,12,6
DA_S05_P03,Solanum campylacanthum,1,Forb,rf (Round forb),12,7,6,<5cm; on stems and branches,5,both,Macro,low,Not cagey,,"",,"",Dabchick,DA_S05,13:09,07/03/2024,Mostly cloudy,"Fresh buffalo dung, heavily browsed",Slightly sloped,25,35,160,370,630,1040,ECO_30,"",species_level,145,22,55,12,8
KA_S05_P05,Solanum campylacanthum,1,Forb,sf (Straight forb),11,5,4,Absent,,leaves,Macro,low,Not cagey,,"",,"",Kaingo,KA_S05,11:34,16/03/2024,Sunny,No obvious signs,Flat,55,0,30,110,270,460,"","",species_level,81,19,39,11,9
KA_S05_P04,Solanum campylacanthum,2,Forb,sf (Straight forb),39,13.5,13.5,Absent,,leaves,Macro,low,Not cagey,,"",,"",Kaingo,KA_S05,10:33,16/03/2024,Sunny,No obvious signs,Flat,40,30,34,126,118,132,"","",species_level,81,14,39,11,7
SW_S01_P04,Solanum campylacanthum,1,Forb,sf (Straight forb),37,7,2,Absent,,leaves,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S01,17:31,18/03/2024,Sunny,Small antelope droppings,Flat,65,0,320,20,510,710,"","",species_level,91,11,30,8,5
SW_S01_P05,Solanum campylacanthum,1,Forb,sf (Straight forb),20,3,2,Absent,,leaves,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S01,17:56,18/03/2024,Sunny,Antelope footprints,Flat,75,0,13,58,179,130,"","",species_level,91,6,30,8,4
SW_S02_P05,Solanum campylacanthum,1,Forb,sf (Straight forb),17,5,5,Absent,,absent,Macro,medium,Not cagey,,"",,"",Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,"","Semi- shaded, sloped and rocky surrounding plot",species_level,91,14,36,9,7
SW_S03_P04,Solanum campylacanthum,1,Forb,sf (Straight forb),19,6,4,Absent,,leaves,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S03,15:37,20/03/2024,"Sunny, windy",Old zebra dung,Flat,30,1,140,389,152,110,"","",species_level,91,10,23,9,5
SW_S05_P02,Solanum campylacanthum,1,Forb,sf (Straight forb),10,7,4,Absent,,both,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S05,12:07,21/03/2024,Partly cloudy,Kudu droppings nearby,Flat,30,2,135,400,110,136,"","",species_level,91,18,34,12,8
SW_S05_P03,Solanum campylacanthum,2,Forb,sf (Straight forb),33,12,12,Absent,,both,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S05,12:55,21/03/2024,Mostly cloudy,Heavy browsing damage,Flat,60,0,65,254,188,80,ECO_45,"",species_level,91,12,34,12,7
MA_S02_P02,Solanum campylacanthum,2,Forb,sf (Straight forb),70,14,10,Absent,,leaves,Macro,low,Not cagey,,"",,"",Marakele,MA_S02,15:32,24/03/2024,"Sunny, some clouds",No obvious signs,Flat,50,0,30,60,1000,1400,"","",species_level,97,11,40,12,6
MA_S02_P05,Solanum campylacanthum,5,Forb,sf (Straight forb),44,12,12,Absent,,leaves,Macro,low,Not cagey,,"",,"",Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,"","",species_level,97,15,40,12,5
MA_S03_P01,Solanum campylacanthum,2,Forb,sf (Straight forb),55,22,17,Absent,,absent,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,9:14,25/03/2024,Sunny,No obvious signs,Flat,25,0,230,370,360,960,"",lots of dead grass biomass,species_level,97,9,30,11,7
MA_S03_P02,Solanum campylacanthum,1,Forb,sf (Straight forb),19,11,7,Absent,,leaves,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,9:46,25/03/2024,Sunny,"Warthog dung near plot, flattened grass, small antelope dung in plot",Flat,40,0,245,160,220,390,"","",species_level,97,10,30,11,5
MA_S03_P03,Solanum campylacanthum,2,Forb,sf (Straight forb),42,29,22,Absent,,absent,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,10:18,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,25,0,50,110,250,120,ECO_48,"",species_level,97,18,30,11,9
MA_S03_P05,Solanum campylacanthum,5,Forb,sf (Straight forb),65,18,18,Absent,,absent,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,11:29,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,20,0,310,80,300,100,"","",species_level,97,12,30,11,5
MA_S04_P05,Solanum campylacanthum,1,Forb,sf (Straight forb),21,6,5,Absent,,absent,Macro,low,Not cagey,,"",,damaged/ browsed,Marakele,MA_S04,14:40,25/03/2024,"Hot, sunny, some clouds",No obvious signs,Flat,30,0,96,110,600,970,"","",species_level,97,15,37,11,7
LA_S04_P04,Solanum elaeagnifolium,1,Forb,rf (Round forb),6,2.5,0.5,Absent,,both,Macro,high,Not cagey,,"",,"",Lapalala,LA_S04,11:19,18/02/2024,"Hot, sunny, windy",No obvious signs,Flat,80,0,170,120,250,160,"","",species_level,88,11,36,10,4
DA_S03_P05,Sopubia cana,1,Forb,cuf (Cussion forb),7,4,4,Absent,,both,Macro,high,Not cagey,,"",,"",Dabchick,DA_S03,15:44,06/03/2024,"Hot, sunny, some clouds",Old droppings in plot,Flat,65,0,170,30,770,410,"","",species_level,145,18,51,10,6
MA_S01_P05,Sopubia cana,1,Forb,rf (Round forb),8,17,13,Absent,,absent,Macro,high,Not cagey,,"",,"",Marakele,MA_S01,13:37,24/03/2024,"Hot, sunny",No obvious signs,Flat,40,0,50,130,280,370,"","",species_level,97,20,44,10,8
LA_S03_P01,Spermacoce senensis,1,Forb,sf (Straight forb),9,2,2,Absent,,both,Macro,low,Not cagey,,"",,"",Lapalala,LA_S03,9:32,17/02/2024,"Sunny, hot, windy",No obvious signs,Flat,50,0,250,190,350,260,"","",species_level,88,18,45,11,9
LA_S03_P04,Spermacoce senensis,1,Forb,rf (Round forb),40,30,30,Absent,,both,Macro,medium,Not cagey,,"",40,"",Lapalala,LA_S03,"",17/02/2024,"Hot, cloudy",No obvious signs,Flat,25,0,180,,100,70,"",Next to huge termite digging activity. Shaded. Old rhino footprints.,species_level,88,21,45,11,8
LA_S05_P05,Spermacoce senensis,1,Forb,rf (Round forb),9,5,4,Absent,,both,Macro,medium,Not cagey,,"",,"",Lapalala,LA_S05,16:29,18/02/2024,"sunny, hot, windy",Spoor,Flat,2,0,100,350,110,90,"","",species_level,88,11,29,11,6
LA_S04_P01,Spermacoce senensis,1,Forb,sf (Straight forb),15,5,5,Absent,,stems and branches,Macro,low,Not cagey,,"",,"",Lapalala,LA_S04,7:32,18/10/2024,"Sunny, very windy",No obvious signs,Flat,50,0,100,160,90,190,"",Burrow close to plot,species_level,88,14,36,10,8
LA_S04_P02,Spermacoce senensis,1,Forb,sf (Straight forb),3,3,1.5,Absent,,both,Micro,low,Not cagey,,"",,"",Lapalala,LA_S04,8:53,18/02/2024,"Sunny, windy",Spoor,Flat,40,0,58,116,170,110,"","",species_level,88,14,36,10,7
JE_S03_P02,Spermacoce senensis,1,Forb,sf (Straight forb),3.5,1.5,1.5,Absent,,both,Micro,medium,Not cagey,,"",,"",Jembisa,JE_S03,14:44,22/02/2024,"Sunny, some clouds","Fresh antelope dung, strong smell",Flat,85,0,30,110,300,120,ECO_08,"",species_level,102,18,42,9,7
JE_S03_P03,Spermacoce senensis,1,Forb,sf (Straight forb),19.5,4,2.5,Absent,,both,Macro,medium,Not cagey,,"",19,"",Jembisa,JE_S03,15:31,22/02/2024,Sunny,"Next to path, browsing damage",Flat,20,0,110,230,930,180,ECO_08,"",species_level,102,20,42,9,7
JE_S02_P01,Spermacoce senensis,1,Forb,sf (Straight forb),14,4.5,4,Absent,,stems and branches,Macro,low,Not cagey,,"",,"",Jembisa,JE_S02,10:15,22/02/2024,"Sunny, no clouds","path, old dung, herd of wildebeest present at arrival",Flat,20,0,70,130,310,120,ECO_07,"comparatively short veg, close to wildlife path",species_level,102,18,42,12,8
WI_S01_P02,Spermacoce senensis,1,Forb,sf (Straight forb),18,5,4,Absent,,both,Macro,low,Not cagey,,"",16,"",Willowisp,WI_S01,9:02,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,710,450,1000,710,"","",species_level,108,19,58,11,6
SY_S02_P03,Spermacoce senensis,1,Forb,sf (Straight forb),8,4,3.5,Absent,,stems,Macro,low,Not cagey,,"",7,"",Syringa Sands,SY_S02,9:00,28/02/2024,"Cloudy, windy","",Flat,30,10,21,40,108,210,ECO_17,"",species_level,122,15,51,13,7
SY_S02_P05,Spermacoce senensis,1,Forb,sf (Straight forb),19,8,6,"",,both,Macro,low,Not cagey,,"",19,"",Syringa Sands,SY_S02,10:36,28/02/2024,"Cloudy, windy","",Flat,10,0,17,44,220,102,"",Shaded,species_level,122,19,51,13,8
SY_S04_P03,Spermacoce senensis,1,Forb,sf (Straight forb),8,5,3,Absent,,stems,Macro,low,Not cagey,,"",6.5,"",Syringa Sands,SY_S04,17:44,28/02/2024,Cloudy,Antelope droppings,Slightly sloped,20,0,310,30,240,220,"","",species_level,122,14,42,12,6
SY_S04_P04,Spermacoce senensis,1,Forb,sf (Straight forb),27.5,8,6,Absent,,both,Macro,low,Not cagey,,"",19,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
SY_S04_P05,Spermacoce senensis,1,Forb,sf (Straight forb),24,11.5,8,Absent,,stems,Macro,low,Not cagey,,"",23,"",Syringa Sands,SY_S04,11:23,29/02/2024,Overcast,Antelope droppings,"",50,0,90,130,150,180,"",Shaded,species_level,122,18,42,12,8
SU_S05_P02,Spermacoce senensis,1,Forb,sf (Straight forb),10,4.5,4,Absent,,stems,Macro,low,Not cagey,,"",,"",Summerplace,SU_S05,13:18,03/03/2024,"Sunny, hot",Droppings nearby,Flat,65,0,49,156,173,247,"","",species_level,132,11,67,12,5
SU_S04_P02,Spermacoce senensis,1,Forb,sf (Straight forb),6,7,5,Absent,,absent,Micro,medium,Not cagey,,"",,"",Summerplace,SU_S05,8:25,03/03/2024,Sunny,Browsing damage,Flat,30,0,20,70,410,30,"","",species_level,132,25,67,12,10
SU_S04_P04,Spermacoce senensis,1,Forb,sf (Straight forb),10,5,3,Absent,,stems,Macro,low,Not cagey,,"",9,"",Summerplace,SU_S05,10:31,03/03/2024,"Sunny, windy",Old droppings,Flat,20,0,182,151,330,202,"","",species_level,132,11,67,12,6
DA_S01_P01,Spermacoce senensis,1,Forb,sf (Straight forb),11,3.5,3,Absent,,both,Thick linear,low,Not cagey,0.5,1,,"",Dabchick,DA_S01,13:05,05/03/2024,"Sunny, very windy ",Antelope droppings,Slightly sloped,30,15,60,20,108,80,"","",species_level,145,25,58,10,9
DA_S01_P02,Spermacoce senensis,1,Forb,sf (Straight forb),2.5,1,1,Absent,,both,Macro,medium,Not cagey,,"",2.5,"",Dabchick,DA_S01,14:23,05/03/2024,"Sunny, very windy ",Old droppings,Slightly sloped,65,15,84,88,534,136,"","",species_level,145,23,58,10,7
DA_S03_P01,Spermacoce senensis,1,Forb,sf (Straight forb),12,1.5,1.5,Absent,,both,Macro,medium,Not cagey,,"",12,"",Dabchick,DA_S03,12:16,06/03/2024,"Hot, sunny, windy",Old droppings nearby,Flat,70,0,60,300,373,360,"","",species_level,145,20,51,10,6
DA_S03_P02,Spermacoce senensis,1,Forb,sf (Straight forb),5,5,3,Absent,,stems,Macro,medium,Not cagey,,"",,"",Dabchick,DA_S03,13:15,06/03/2024,"Hot, sunny, windy",Old droppings in plot,Flat,50,0,70,80,310,100,"","",species_level,145,20,51,10,8
DA_S03_P03,Spermacoce senensis,1,Forb,sf (Straight forb),22,5,2.5,Absent,,both,Macro,low,Not cagey,,"",21,"",Dabchick,DA_S03,14:08,06/03/2024,"Hot, sunny, windy","Rhino dung in plot, antelope droppings nearby",Flat,30,0,40,125,193,282,"","",species_level,145,24,51,10,7
AN_S01_P04,Spermacoce senensis,2,Forb,sf (Straight forb),19,6,6,Absent,,both,Macro,medium,Not cagey,,"",19,"",Ant's Farm,AN_S01,17:10,09/03/2024,Mostly cloudy,Zebra droppings,Flat,30,0,110,160,250,500,"","",species_level,136,19,47,10,4
AN_S01_P05,Spermacoce senensis,2,Forb,sf (Straight forb),13,8,7,Absent,,both,Macro,low,Not cagey,,"",,"",Ant's Farm,AN_S01,17:50,09/03/2024,Mostly cloudy,Rhino dung next to plot,Flat,40,0,50,90,250,240,"","",species_level,136,15,47,10,5
AN_S01_P03,Spermacoce senensis,5,Forb,sf (Straight forb),8,4.5,3,Absent,,both,Macro,medium,Not cagey,,"",8,"",Ant's Farm,AN_S01,16:24,09/03/3024,Overcast,"Heavily browsed, antelope droppings ",Flat,50,0,320,90,580,360,"","",species_level,136,18,47,10,6
AN_S02_P03,Spermacoce senensis,1,Forb,sf (Straight forb),12,7,6,Absent,,stems,Macro,low,Not cagey,,"",12,"",Ant's Farm,AN_S02,9:12,10/03/2024,Sunny,Antelope droppings near plot,Flat,70,0,26,35,33,288,ECO_32,"",species_level,136,16,39,12,6
AN_S02_P04,Spermacoce senensis,1,Forb,sf (Straight forb),4,4,4,Absent,,both,Macro,medium,Not cagey,,"",4,"",Ant's Farm,AN_S02,10:04,10/03/2024,Sunny,Antelope droppings nearby,Flat,65,0,82,128,193,261,"","",species_level,136,13,39,12,7
AN_S05_P03,Spermacoce senensis,1,Forb,sf (Straight forb),10,5,2.5,Absent,,both,Macro,low,Not cagey,,"",,"",Ant's Farm,AN_S05,"",11/03/2024,"Hot, sunny, windy",Antelope droppings nearby,Flat,60,0,89,60,30,140,ECO_35,Very sandy soil,species_level,136,15,55,11,8
AN_S04_P02,Spermacoce senensis,1,Forb,sf (Straight forb),7,3,2,Absent,,both,Macro,medium,Not cagey,,"",6,"",Ant's Farm,AN_S04,8:15,11/03/2024,Sunny,Antelope droppings,Flat,60,0,309,119,275,290,"",Very sandy soil,species_level,136,21,51,9,6
KA_S05_P02,Spermacoce senensis,1,Forb,sf (Straight forb),6,2,1.5,Absent,,both,Micro,low,Not cagey,,"",4,"",Kaingo,KA_S05,8:52,16/03/2024,Sunny,Small antelope droppings nearby,Flat,65,0,150,340,110,730,"","",species_level,81,13,39,11,6
SW_S01_P01,Spermacoce senensis,1,Forb,sf (Straight forb),3,1,1,Absent,,both,Macro,low,Not cagey,,"",3.5,"",Swebeswebe,SW_S01,15:21,18/03/2024,"Hot, sunny",Variety of antelope droppings,Flat,10,0,200,190,550,160,"",Very gravelly soil,species_level,91,16,30,8,7
MA_S02_P01,Spermacoce senensis,1,Forb,sf (Straight forb),10,4,4,Absent,,both,Macro,low,Not cagey,,"",10,"",Marakele,MA_S02,14:30,24/03/2024,"Hot, sunny",No obvious signs,Flat,15,0,45,50,490,475,"","",species_level,97,22,40,12,9
MA_S04_P02,Spermacoce senensis,1,Forb,sf (Straight forb),6,3,3,Absent,,both,Macro,medium,Not cagey,,"",5.5,"",Marakele,MA_S04,12:40,25/03/2024,Mostly cloudy,No obvious signs,Flat,20,0,90,115,880,300,"","",species_level,97,12,37,11,7
JE_S04_P05,Sphenostylis angustifolia,1,Forb,rf (Round forb),23.5,13,8,Absent,,both,Macro,low,Not cagey,,"",10,"",Jembisa,JE_S04,11:58,23/02/2024,Sunny,"Some dung, path nearby ",Flat,25,15,100,100,350,410,"","",species_level,102,13,47,11,6
WI_S03_P01,Sphenostylis angustifolia,1,Forb,mf (Messy forb),18.5,28.5,15,Absent,,absent,Macro,low,Not cagey,,"",17,"",Willowisp,WI_S03,7:07,25/02/2024,Sunny,No obvious signs,Flat,60,25,100,70,20,170,"","",species_level,108,10,35,12,7
WI_S02_P01,Sphenostylis angustifolia,2,Forb,mf (Messy forb),39,20,11,Absent,,absent,Macro,low,Not cagey,,"",38,"",Willowisp,WI_S02,13:06,24/02/2024,Sunny,No obvious signs,Flat,15,0,20,80,70,120,"","",species_level,108,19,48,13,10
WI_S02_P02,Sphenostylis angustifolia,1,Forb,cf (Creeping forb),13,16,14,Absent,,absent,Macro,low,Not cagey,,"",,"",Willowisp,WI_S02,14:10,24/02/2024,Sunny,No obvious signs,Flat,10,2,80,50,720,140,"","",species_level,108,17,48,13,8
WI_S02_P04,Sphenostylis angustifolia,1,Forb,sf (Straight forb),29,10,5,Absent,,absent,Macro,low,Not cagey,,"",38,"",Willowisp,WI_S02,16:15,24/02/2024,Sunny,Very old impala poop,Flat,5,5,77,240,70,90,"","",species_level,108,18,48,13,9
MA_S01_P01,Spirostachys africana,5,Shrub,sss (Shrub single-stemmed),54,33,33,Absent,,absent,Macro,medium,Not cagey,0.5,1,,"",Marakele,MA_S01,9:46,24/03/2024,Sunny,No obvious signs,Flat,40,0,99,100,370,205,"","",species_level,97,13,44,10,8
MA_S01_P03,Spirostachys africana,1,Shrub,sss (Shrub single-stemmed),145,170,120,Absent,,absent,Macro,low,Not cagey,2.5,1,,"",Marakele,MA_S01,12:04,24/03/2024,"Sunny, windy ",No obvious signs,Flat,25,0,99,90,370,380,ECO_46,"",species_level,97,18,44,10,8
DA_S03_P03,Sporobolus africanus,2,Graminoid,lg (Large graminoid),45,28,25,Absent,,absent,Thin linear,low,Not cagey,,"",125,"",Dabchick,DA_S03,14:08,06/03/2024,"Hot, sunny, windy","Rhino dung in plot, antelope droppings nearby",Flat,30,0,40,125,193,282,"","",species_level,145,24,51,10,7
DA_S02_P04,Sporobolus africanus,25,Graminoid,lg (Large graminoid),55,42,33,Absent,,absent,Thin linear,high,Semi cagey,,"",146,"",Dabchick,DA_S02,15:05,06/03/2024,Sunny,Buffalo dung,Flat,50,0,119,65,92,254,"","",species_level,145,7,43,13,4
DA_S02_P01,Sporobolus africanus,2,Graminoid,lg (Large graminoid),41,30,13,Absent,,absent,Thin linear,low,Not cagey,,"",143,"",Dabchick,DA_S02,7:00,06/03/2024,Sunny,"",Flat,50,0,60,40,120,170,"","",species_level,145,24,43,13,11
DA_S02_P02,Sporobolus africanus,2,Graminoid,at (Angry tussock graminoid),36,20,19.5,Absent,,absent,Thin linear,low,Not cagey,,"",104,"",Dabchick,DA_S02,8:04,06/03/2024,"Sunny, windy ",Antelope droppings in plot,Flat,40,0,25,130,660,160,"","",species_level,145,19,43,13,9
DA_S02_P05,Sporobolus africanus,1,Graminoid,lg (Large graminoid),48,30,20,Absent,,absent,Thin linear,low,Not cagey,,"",100,"",Dabchick,DA_S02,10:31,06/03/2024,"Sunny, windy",Old droppings in plot,Flat,20,0,20,50,230,80,"","",species_level,145,20,43,13,9
JE_S02_P01,Sporobolus festivus,2,Graminoid,at (Angry tussock graminoid),16,18,13,Absent,,Absent,Thin linear,medium,Not cagey,,"",68,"",Jembisa,JE_S02,10:15,22/02/2024,"Sunny, no clouds","path, old dung, herd of wildebeest present at arrival",Flat,20,0,70,130,310,120,ECO_07,"comparatively short veg, close to wildlife path",species_level,102,18,42,12,8
JE_S02_P03,Sporobolus festivus,1,Graminoid,ug (Sparse upward graminoid),2.5,4,2.5,Absent,,Absent,Thin linear,low,Not cagey,,"",32,"",Jembisa,JE_S02,12:12,22/02/2024,"Sunny, no clouds",Path through one side,Flat,75,0,250,320,450,850,"","",species_level,102,15,42,12,6
JE_S05_P04,Sporobolus festivus,10,Graminoid,rt (Relaxed tussock graminoid),22,11,6,"",,absent,Thin linear,medium,Not cagey,,"",53,"",Jembisa,JE_S05,15:35,23/02/2024,Sunny,No obvious signs,Flat,50,0,90,80,250,100,"","Shaded, near a huge burrow",species_level,102,14,38,10,7
JE_S05_P05,Sporobolus festivus,2,Graminoid,rt (Relaxed tussock graminoid),20,40,15,"",,both,Thin linear,high,Not cagey,,"",53,"",Jembisa,JE_S05,16:30,23/02/2024,Sunny,Heavy browsing,Flat,45,0,80,50,200,180,"","",species_level,102,14,38,10,7
SY_S01_P02,Sporobolus festivus,1,Graminoid,ug (Sparse upward graminoid),1.5,2,2,Absent,,absent,Thick linear,low,Cagey,,"",33,"",Syringa Sands,SY_S01,14:30,27/02/2024,Overcast,"",Flat,15,40,5,43,1050,410,"","",species_level,122,17,44,11,7
SY_S03_P01,Sporobolus festivus,15,Graminoid,rt (Relaxed tussock graminoid),23,29,19,Absent,,absent,Thin linear,high,Not cagey,,"",37,"",Syringa Sands,SY_S03,12:52,28/02/2024,Cloudy,Antelope droppings,Flat,25,0,950,80,1050,100,"","",species_level,122,14,44,12,8
SY_S03_P02,Sporobolus festivus,10,Graminoid,at (Angry tussock graminoid),27,16,12,Absent,,absent,Thin linear,high,Semi cagey,,"",48,"",Syringa Sands,SY_S03,13:29,28/02/2024,Cloudy,"Antelope droppings in plot, some browsing damage",Flat,30,5,60,97,111,995,"","",species_level,122,16,44,12,9
SY_S03_P04,Sporobolus festivus,30,Graminoid,rt (Relaxed tussock graminoid),23,38,23,Absent,,absent,Thin linear,high,Semi cagey,,"",,"",Syringa Sands,SY_S03,15:21,28/02/2024,"Cloudy, windy",Antelope droppings,Flat,20,0,323,64,1800,1500,"","",species_level,122,10,44,12,6
SY_S05_P01,Sporobolus festivus,5,Graminoid,rt (Relaxed tussock graminoid),22,23,15,Absent,,absent,Thin linear,extremely thick,Semi cagey,,"",41,"",Syringa Sands,SY_S05,7:12,29/02/2024,Overcast,Large antelope droppings,Slightly sloped,15,5,309,251,402,148,"","",species_level,122,12,42,8,4
SU_S01_P04,Sporobolus festivus,1,Graminoid,ug (Sparse upward graminoid),41,25,14,Absent,,leaves,Thin linear,low,Not cagey,,"",68,"",Summerplace,SU_S01,16:50,01/03/2024,Sunny,Droppings nearby,Flat,10,0,40,40,130,80,"","",species_level,132,15,68,12,7
SU_S01_P05,Sporobolus festivus,1,Graminoid,at (Angry tussock graminoid),8,16,11,Absent,,absent,Thin linear,medium,Not cagey,,"",24,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",species_level,132,19,68,12,6
SU_S02_P03,Sporobolus festivus,1,Graminoid,rt (Relaxed tussock graminoid),11,5,4,Absent,,absent,Thin linear,low,Not cagey,,"",,45,Summerplace,SU_S02,9:45,02/03/2024,Sunny,Antelope droppings,Flat,20,1,80,130,500,190,"","",species_level,132,17,47,10,8
SU_S05_P01,Sporobolus festivus,2,Graminoid,rt (Relaxed tussock graminoid),12,15,15,Absent,,absent,Thin linear,high,Not cagey,,"",30,"",Summerplace,SU_S05,12:44,03/03/2024,"Sunny, hot",Droppings nearby,Flat,40,0,311,165,413,170,"","",species_level,132,12,67,12,5
DA_S01_P05,Sporobolus festivus,1,Graminoid,at (Angry tussock graminoid),5,5,4,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Dabchick,DA_S01,17:14,05/03/2024,"Overcast, thunder",Buffalo droppings on plot,Flat,70,5,10,40,310,150,"","",species_level,145,18,58,10,5
DA_S02_P05,Sporobolus festivus,1,Graminoid,ug (Sparse upward graminoid),18,10,6,Absent,,absent,Thin linear,low,Not cagey,,"",66,"",Dabchick,DA_S02,10:31,06/03/2024,"Sunny, windy",Old droppings in plot,Flat,20,0,20,50,230,80,"","",species_level,145,20,43,13,9
DA_S04_P04,Sporobolus festivus,2,Graminoid,ug (Sparse upward graminoid),12,7,5,Absent,,absent,Thin linear,low,Not cagey,,"",61,"",Dabchick,DA_S04,9:30,07/03/2024,Overcast,Old antelope dung in plot,Flat,40,0,71,30,425,70,"",Very sandy soil,species_level,145,9,34,8,5
AN_S04_P03,Sporobolus festivus,15,Graminoid,ug (Sparse upward graminoid),7,4,2,Absent,,absent,Thin linear,low,Not cagey,,"",49,"",Ant's Farm,AN_S04,9:18,11/03/2024,Sunny,"Zebra droppings nearby, browsing damage ",Flat,30,10,30,56,140,77,ECO_34,Very sandy soil,species_level,136,18,51,9,6
AN_S04_P04,Sporobolus festivus,5,Graminoid,rt (Relaxed tussock graminoid),10,7,6,Absent,,absent,Thin linear,low,Not cagey,,"",72,"",Ant's Farm,AN_S04,10:20,11/03/2024,Sunny,Old antelope droppings,Flat,40,0,70,270,320,232,"",Very sandy soil,species_level,136,13,51,9,6
SW_S01_P01,Sporobolus festivus,1,Graminoid,ug (Sparse upward graminoid),3,3,2,Absent,,absent,Thin linear,low,Not cagey,,"",12,"",Swebeswebe,SW_S01,15:21,18/03/2024,"Hot, sunny",Variety of antelope droppings,Flat,10,0,200,190,550,160,"",Very gravelly soil,species_level,91,16,30,8,7
SW_S01_P01,Sporobolus panicoides,1,Graminoid,ug (Sparse upward graminoid),6,2,1,Absent,,leaves,Thin linear,low,Not cagey,,"",27,"",Swebeswebe,SW_S01,15:21,18/03/2024,"Hot, sunny",Variety of antelope droppings,Flat,10,0,200,190,550,160,"",Very gravelly soil,species_level,91,16,30,8,7
SY_S01_P03,Sporobolus stapfianus,10,Graminoid,at (Angry tussock graminoid),25,32,21,Absent,,absent,Thin linear,low,Not cagey,,"",40,"",Syringa Sands,SY_S01,15:19,27/02/2024,Cloudy,Lots of droppings nearby,Flat,15,0,32,50,1040,2000,"","",species_level,122,18,44,11,7
SY_S01_P02,Sporobolus stapfianus,5,Graminoid,rt (Relaxed tussock graminoid),22,30,25,Absent,,absent,Thin linear,high,Semi cagey,,"",50,"",Syringa Sands,SY_S01,14:30,27/02/2024,Overcast,"",Flat,15,40,5,43,1050,410,"","",species_level,122,17,44,11,7
SU_S01_P01,Sticky fabaceae,1,Forb,rf (Round forb),58,29,15,Absent,,absent,Macro,medium,Not cagey,,"",,"",Summerplace,SU_S01,13:49,01/03/2024,Sunny,Droppings in plot,Flat,10,0,110,80,230,210,"","",higher_level,132,18,68,12,8
MA_S02_P05,Stipagrostis unipumis,1,Graminoid,ug (Sparse upward graminoid),30,11,9,Absent,,absent,Thin linear,low,Not cagey,,"",66,"",Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,"","",species_level,97,15,40,12,5
SW_S02_P05,Stone-arrow leaf,1,Forb,cf (Creeping forb),10,22,7,Absent,,both,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,"","Semi- shaded, sloped and rocky surrounding plot",no,91,14,36,9,7
